country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Togo,2035,11608893,2.18 %,237395,-2001,22.0,4.35,213,51.9 %,6021498,0.13 %,8887524213,88
Togo,2040,12849617,2.05 %,248145,-2000,22.8,4.35,236,54.7 %,7030357,0.14 %,9198847240,85
Togo,2045,14123166,1.91 %,254710,-2000,23.6,4.35,260,57.5 %,8116068,0.15 %,9481803274,83
Togo,2050,15415499,1.77 %,258467, ,24.4,4.35,283,60.1 %,9267258,0.16 %,9735033990,82
Tokelau,2020,1357,1.62 %,21,,,,136,0 %,0,0 %,7794798739,234
Tokelau,2025,1402,0.65 %,9,,,,140,0 %,0,0 %,8184437460,234
Tokelau,2030,1448,0.65 %,9,,,,145,0 %,0,0 %,8548487400,234
Tokelau,2035,1482,0.47 %,7,,,,148,0 %,0,0 %,8887524213,234
Tokelau,2040,1509,0.36 %,5,,,,151,0 %,0,0 %,9198847240,234
Tokelau,2045,1537,0.37 %,6,,,,154,0 %,0,0 %,9481803274,234
Tokelau,2050,1565,0.36 %,6,,,,157,0 %,0,0 %,9735033990,234
Tonga,2020,105695,0.96 %,983,-800,22.4,3.58,147,24.3 %,25648,0.00 %,7794798739,198
Tonga,2025,110558,0.90 %,973,-800,23.3,3.58,154,24.4 %,26950,0.00 %,8184437460,197
Tonga,2030,115621,0.90 %,1013,-800,24.4,3.58,161,24.9 %,28840,0.00 %,8548487400,196
Tonga,2035,120808,0.88 %,1037,-800,25.4,3.58,168,26.0 %,31350,0.00 %,8887524213,195
Tonga,2040,125787,0.81 %,996,-800,26.4,3.58,175,27.4 %,34456,0.00 %,9198847240,195
Tonga,2045,130310,0.71 %,905,-800,27.3,3.58,181,29.2 %,38030,0.00 %,9481803274,195
Tonga,2050,134180,0.59 %,774, ,28.2,3.58,186,31.0 %,41654,0.00 %,9735033990,195
Trinidad And Tobago,2020,1399488,0.42 %,5832,-800,36.2,1.73,273,52.4 %,733146,0.02 %,7794798739,154
Trinidad And Tobago,2025,1412697,0.19 %,2642,-800,38.4,1.73,275,52.5 %,741616,0.02 %,8184437460,155
Trinidad And Tobago,2030,1413415,0.01 %,144,-800,40.6,1.73,276,53.3 %,752769,0.02 %,8548487400,155
Trinidad And Tobago,2035,1405889,-0.11 %,-1505,-800,42.0,1.73,274,54.7 %,768441,0.02 %,8887524213,155
Trinidad And Tobago,2040,1391940,-0.20 %,-2790,-800,43.0,1.73,271,56.5 %,786958,0.02 %,9198847240,156
Trinidad And Tobago,2045,1371322,-0.30 %,-4124,-800,43.5,1.73,267,58.5 %,802064,0.01 %,9481803274,156
Trinidad And Tobago,2050,1343789,-0.40 %,-5507, ,44.2,1.73,262,60.4 %,812285,0.01 %,9735033990,158
Tunisia,2020,11818619,1.12 %,127734,-4000,32.8,2.2,76,70.1 %,8280799,0.15 %,7794798739,79
Tunisia,2025,12346742,0.88 %,105625,-4000,34.4,2.2,79,71.7 %,8853818,0.15 %,8184437460,80
Tunisia,2030,12755757,0.65 %,81803,-4000,36.1,2.2,82,73.5 %,9372398,0.15 %,8548487400,81
Tunisia,2035,13077865,0.50 %,64422,-4000,37.4,2.2,84,75.3 %,9847992,0.15 %,8887524213,82
Tunisia,2040,13353185,0.42 %,55064,-4000,38.4,2.2,86,77.2 %,10304596,0.15 %,9198847240,83
Tunisia,2045,13597966,0.36 %,48956,-4000,39.1,2.2,88,79.0 %,10741900,0.14 %,9481803274,84
Tunisia,2050,13796600,0.29 %,39727, ,39.9,2.2,89,80.7 %,11138512,0.14 %,9735033990,85
Turkey,2020,84339067,1.44 %,1161932,283922,31.5,2.08,110,75.7 %,63803445,1.08 %,7794798739,17
Turkey,2025,86705224,0.55 %,473231,-319056,33.3,2.08,113,77.8 %,67446349,1.06 %,8184437460,18
Turkey,2030,89157785,0.56 %,490512,-209059,35.0,2.08,116,79.6 %,70951437,1.04 %,8548487400,18
Turkey,2035,91864241,0.60 %,541291,-67556,36.8,2.08,119,81.1 %,74480809,1.03 %,8887524213,18
Turkey,2040,94131585,0.49 %,453469,-60000,38.5,2.08,122,82.3 %,77516798,1.02 %,9198847240,19
Turkey,2045,95892325,0.37 %,352148,-60000,40.2,2.08,125,83.5 %,80097582,1.01 %,9481803274,19
Turkey,2050,97139570,0.26 %,249449, ,41.7,2.08,126,84.6 %,82192061,1.00 %,9735033990,19
Turkmenistan,2020,6031200,1.62 %,93183,-5000,26.9,2.79,13,52.5 %,3167354,0.08 %,7794798739,113
Turkmenistan,2025,6437589,1.31 %,81278,-4000,28.0,2.79,14,55.0 %,3540511,0.08 %,8184437460,113
Turkmenistan,2030,6782355,1.05 %,68953,-4000,28.8,2.79,14,57.8 %,3916855,0.08 %,8548487400,112
Turkmenistan,2035,7099000,0.92 %,63329,-4000,29.5,2.79,15,60.5 %,4297443,0.08 %,8887524213,111
Turkmenistan,2040,7408530,0.86 %,61906,-4000,30.2,2.79,16,63.2 %,4684923,0.08 %,9198847240,113
Turkmenistan,2045,7701112,0.78 %,58516,-4000,31.6,2.79,16,65.8 %,5070370,0.08 %,9481803274,114
Turkmenistan,2050,7949281,0.64 %,49634, ,33.0,2.79,17,68.3 %,5433187,0.08 %,9735033990,114
Turks And Caicos Islands,2020,38717,1.48 %,547,,,,41,89.3 %,34590,0 %,7794798739,215
Turks And Caicos Islands,2025,41232,1.27 %,503,,,,43,90.2 %,37207,0 %,8184437460,214
Turks And Caicos Islands,2030,43606,1.13 %,475,,,,46,90.8 %,39581,0 %,8548487400,214
Turks And Caicos Islands,2035,45781,0.98 %,435,,,,48,91.1 %,41721,0 %,8887524213,214
Turks And Caicos Islands,2040,47640,0.8 %,372,,,,50,91.4 %,43552,0 %,9198847240,214
Turks And Caicos Islands,2045,49139,0.62 %,300,,,,52,91.7 %,45059,0 %,9481803274,215
Turks And Caicos Islands,2050,50273,0.46 %,227,,,,53,92 %,46273,0 %,9735033990,215
Tuvalu,2020,11792,1.22 %,139,,,,393,62.4 %,7361,0 %,7794798739,225
Tuvalu,2025,12481,1.14 %,138,,,,416,65.4 %,8167,0 %,8184437460,225
Tuvalu,2030,13164,1.07 %,137,,,,439,68 %,8951,0 %,8548487400,225
Tuvalu,2035,13858,1.03 %,139,,,,462,69.7 %,9653,0 %,8887524213,225
Tuvalu,2040,14573,1.01 %,143,,,,486,70.3 %,10240,0 %,9198847240,225
Tuvalu,2045,15284,0.96 %,142,,,,509,70.5 %,10771,0 %,9481803274,225
Tuvalu,2050,15983,0.9 %,140,,,,533,70.8 %,11310,0 %,9735033990,225
Uganda,2020,45741007,3.66 %,1503111,168694,16.7,5.01,229,25.7 %,11775012,0.59 %,7794798739,31
Uganda,2025,52294282,2.71 %,1310655,-116020,17.8,5.01,262,29.5 %,15430672,0.64 %,8184437460,30
Uganda,2030,59437928,2.59 %,1428729,-60000,19.1,5.01,297,33.5 %,19914432,0.70 %,8548487400,28
Uganda,2035,66888896,2.39 %,1490194,-40000,20.4,5.01,335,37.8 %,25273067,0.75 %,8887524213,26
Uganda,2040,74454613,2.17 %,1513143,-30000,21.9,5.01,373,42.3 %,31490363,0.81 %,9198847240,22
Uganda,2045,82012732,1.95 %,1511624,-30000,23.3,5.01,410,47.0 %,38580183,0.86 %,9481803274,22
Uganda,2050,89446904,1.75 %,1486834, ,24.8,5.01,448,52.2 %,46663616,0.92 %,9735033990,21
Ukraine,2020,43733762,-0.53 %,-237575,10000,41.2,1.44,75,69.4 %,30334632,0.56 %,7794798739,35
Ukraine,2025,42338579,-0.65 %,-279037,4000,42.8,1.44,73,70.7 %,29923619,0.52 %,8184437460,36
Ukraine,2030,40882329,-0.70 %,-291250,4000,44.5,1.44,71,72.2 %,29536792,0.48 %,8548487400,38
Ukraine,2035,39425172,-0.72 %,-291431,0,46.2,1.44,68,74.1 %,29198482,0.44 %,8887524213,44
Ukraine,2040,38002489,-0.73 %,-284537,0,47.3,1.44,66,76.2 %,28965081,0.41 %,9198847240,51
Ukraine,2045,36606388,-0.75 %,-279220,0,47.3,1.44,63,78.7 %,28815838,0.39 %,9481803274,53
Ukraine,2050,35219042,-0.77 %,-277469, ,46.6,1.44,61,81.3 %,28634407,0.36 %,9735033990,56
United Arab Emirates,2020,9890402,1.32 %,125500,40000,32.6,1.42,118,86.4 %,8542144,0.13 %,7794798739,93
United Arab Emirates,2025,10323859,0.86 %,86691,4378,32.9,1.42,123,89.2 %,9207088,0.13 %,8184437460,92
United Arab Emirates,2030,10661076,0.64 %,67443,-6066,33.4,1.42,128,92.5 %,9865291,0.12 %,8548487400,90
United Arab Emirates,2035,10697403,0.07 %,7265,-56249,33.6,1.42,128,98.1 %,10491657,0.12 %,8887524213,93
United Arab Emirates,2040,10648314,-0.09 %,-9818,-64529,33.7,1.42,127,N.A.,N.A.,0.12 %,9198847240,95
United Arab Emirates,2045,10557615,-0.17 %,-18140,-66588,34.0,1.42,126,N.A.,N.A.,0.11 %,9481803274,95
United Arab Emirates,2050,10425287,-0.25 %,-26466, ,34.5,1.42,125,N.A.,N.A.,0.11 %,9735033990,96
United Kingdom,2020,67886011,0.61 %,405173,260650,40.5,1.75,281,83.2 %,56495180,0.87 %,7794798739,21
United Kingdom,2025,69273640,0.41 %,277526,153644,41.4,1.75,286,84.9 %,58798650,0.85 %,8184437460,21
United Kingdom,2030,70485490,0.35 %,242370,158528,42.4,1.75,291,86.4 %,60898532,0.82 %,8548487400,22
United Kingdom,2035,71548760,0.30 %,212654,165236,43.3,1.75,296,87.8 %,62822134,0.81 %,8887524213,22
United Kingdom,2040,72486891,0.26 %,187626,165190,44.1,1.75,300,89.2 %,64639304,0.79 %,9198847240,23
United Kingdom,2045,73346427,0.24 %,171907,165457,44.5,1.75,303,90.5 %,66381393,0.77 %,9481803274,24
United Kingdom,2050,74081981,0.20 %,147111, ,44.5,1.75,306,91.8 %,68007652,0.76 %,9735033990,26
United States,2020,331002651,0.62 %,2024868,954806,38.3,1.78,36,82.8 %,273975139,4.25 %,7794798739,3
United States,2025,340399601,0.56 %,1879390,922456,39.1,1.78,37,84.4 %,287421363,4.16 %,8184437460,3
United States,2030,349641876,0.54 %,1848455,982310,39.9,1.78,38,86.1 %,301000560,4.09 %,8548487400,3
United States,2035,358690999,0.51 %,1809825,1046821,40.9,1.78,39,87.5 %,313969203,4.04 %,8887524213,3
United States,2040,366572154,0.44 %,1576231,1062465,41.6,1.78,40,88.9 %,325949179,3.98 %,9198847240,3
United States,2045,373343348,0.37 %,1354239,1073911,42.2,1.78,41,90.2 %,336913503,3.94 %,9481803274,3
United States,2050,379419102,0.32 %,1215151, ,42.7,1.78,41,91.5 %,347346215,3.90 %,9735033990,4
United States Virgin Islands,2020,104425,-0.10 %,-107,-451,42.6,2.05,298,96.3 %,100599,0.00 %,7794798739,199
United States Virgin Islands,2025,102955,-0.28 %,-294,-451,43.4,2.05,294,97.2 %,100042,0.00 %,8184437460,199
United States Virgin Islands,2030,100692,-0.44 %,-453,-451,43.6,2.05,288,97.9 %,98613,0.00 %,8548487400,201
United States Virgin Islands,2035,97833,-0.57 %,-572,-451,43.6,2.05,280,98.6 %,96456,0.00 %,8887524213,201
United States Virgin Islands,2040,94393,-0.71 %,-688,-451,44.3,2.05,270,99.2 %,93657,0.00 %,9198847240,201
United States Virgin Islands,2045,90454,-0.85 %,-788,-451,45.1,2.05,258,99.9 %,90407,0.00 %,9481803274,201
United States Virgin Islands,2050,86220,-0.95 %,-847, ,45.9,2.05,246,N.A.,N.A.,0.00 %,9735033990,202
Uruguay,2020,3473730,0.36 %,12344,-3000,35.8,1.98,20,96.1 %,3337671,0.04 %,7794798739,134
Uruguay,2025,3526076,0.30 %,10469,-2780,36.8,1.98,20,96.6 %,3404529,0.04 %,8184437460,134
Uruguay,2030,3569471,0.24 %,8679,-2470,37.9,1.98,20,97.0 %,3461253,0.04 %,8548487400,135
Uruguay,2035,3602531,0.18 %,6612,-2160,39.2,1.98,21,97.3 %,3506041,0.04 %,8887524213,135
Uruguay,2040,3624469,0.12 %,4388,-1940,40.5,1.98,21,97.6 %,3538170,0.04 %,9198847240,136
Uruguay,2045,3636418,0.07 %,2390,-1720,41.6,1.98,21,97.8 %,3558235,0.04 %,9481803274,135
Uruguay,2050,3639109,0.01 %,538, ,42.5,1.98,21,98.0 %,3567170,0.04 %,9735033990,136
Uzbekistan,2020,33469203,1.59 %,507929,-8863,27.8,2.43,79,50.1 %,16756329,0.43 %,7794798739,42
Uzbekistan,2025,35617696,1.25 %,429699,-8863,29.6,2.43,84,50.1 %,17835913,0.44 %,8184437460,43
Uzbekistan,2030,37418456,0.99 %,360152,-8863,31.0,2.43,88,50.8 %,19005150,0.44 %,8548487400,45
Uzbekistan,2035,39064052,0.86 %,329119,-8863,32.0,2.43,92,52.1 %,20349481,0.44 %,8887524213,47
Uzbekistan,2040,40608379,0.78 %,308865,-8863,32.9,2.43,95,53.9 %,21906196,0.44 %,9198847240,48
Uzbekistan,2045,41938556,0.65 %,266035,-8863,34.0,2.43,99,56.3 %,23607507,0.44 %,9481803274,48
Uzbekistan,2050,42942485,0.47 %,200786, ,35.4,2.43,101,58.7 %,25198267,0.44 %,9735033990,48
Vanuatu,2020,307145,2.53 %,7203,120,21.1,3.8,25,24.4 %,75025,0.00 %,7794798739,181
Vanuatu,2025,344305,2.31 %,7432,0,21.7,3.8,28,24.8 %,85244,0.00 %,8184437460,181
Vanuatu,2030,383373,2.17 %,7814,0,22.7,3.8,31,25.3 %,96979,0.00 %,8548487400,179
Vanuatu,2035,424537,2.06 %,8233,0,23.8,3.8,35,26.0 %,110539,0.00 %,8887524213,178
Vanuatu,2040,467519,1.95 %,8596,0,24.7,3.8,38,27.0 %,126158,0.01 %,9198847240,176
Vanuatu,2045,511739,1.82 %,8844,0,25.7,3.8,42,28.1 %,143921,0.01 %,9481803274,175
Vanuatu,2050,556756,1.70 %,9003, ,26.5,3.8,46,29.3 %,163020,0.01 %,9735033990,175
Venezuela,2020,28435940,-1.12 %,-329178,-653249,29.6,2.28,32,N.A.,N.A.,0.36 %,7794798739,50
Venezuela,2025,31481063,2.06 %,609025,325126,30.7,2.28,36,98.6 %,31038003,0.38 %,8184437460,50
Venezuela,2030,33626469,1.33 %,429081,134282,32.1,2.28,38,97.3 %,32722167,0.39 %,8548487400,51
Venezuela,2035,34884282,0.74 %,251563,-10000,33.4,2.28,40,98.3 %,34303264,0.39 %,8887524213,53
Venezuela,2040,35819322,0.53 %,187008,-22600,34.9,2.28,41,99.9 %,35766478,0.39 %,9198847240,52
Venezuela,2045,36514686,0.39 %,139073,-20200,36.5,2.28,41,N.A.,N.A.,0.39 %,9481803274,54
Venezuela,2050,37023115,0.28 %,101686, ,38.0,2.28,42,N.A.,N.A.,0.38 %,9735033990,55
Vietnam,2020,97338579,0.99 %,932301,-80000,32.5,2.06,314,37.7 %,36727248,1.25 %,7794798739,15
Vietnam,2025,101106835,0.76 %,753651,-92816,34.6,2.06,326,41.6 %,42039428,1.24 %,8184437460,16
Vietnam,2030,104163519,0.60 %,611337,-88025,36.7,2.06,336,45.4 %,47248046,1.22 %,8548487400,16
Vietnam,2035,106296108,0.41 %,426518,-83146,38.5,2.06,343,49.1 %,52215812,1.20 %,8887524213,16
Vietnam,2040,107795031,0.28 %,299785,-83147,39.7,2.06,348,52.8 %,56944758,1.17 %,9198847240,16
Vietnam,2045,108901037,0.20 %,221201,-82955,40.4,2.06,351,56.4 %,61416054,1.15 %,9481803274,17
Vietnam,2050,109605011,0.13 %,140795, ,41.2,2.06,353,60.0 %,65711413,1.13 %,9735033990,16
Wallis And Futuna Islands,2020,11239,-1.73 %,-205,,,,80,0 %,0,0 %,7794798739,226
Wallis And Futuna Islands,2025,10743,-0.9 %,-99,,,,77,0 %,0,0 %,8184437460,227
Wallis And Futuna Islands,2030,10389,-0.67 %,-71,,,,74,0 %,0,0 %,8548487400,227
Wallis And Futuna Islands,2035,10105,-0.55 %,-57,,,,72,0 %,0,0 %,8887524213,228
Wallis And Futuna Islands,2040,9810,-0.59 %,-59,,,,70,0 %,0,0 %,9198847240,228
Wallis And Futuna Islands,2045,9487,-0.67 %,-65,,,,68,0 %,0,0 %,9481803274,228
Wallis And Futuna Islands,2050,9131,-0.76 %,-71,,,,65,0 %,0,0 %,9735033990,228
Western Sahara,2020,597339,2.57 %,14225,5582,28.4,2.41,2,86.8 %,518663,0.01 %,7794798739,170
Western Sahara,2025,668290,2.27 %,14190,5582,30.0,2.41,3,87.2 %,583007,0.01 %,8184437460,169
Western Sahara,2030,737345,1.99 %,13811,5582,31.3,2.41,3,87.8 %,647036,0.01 %,8548487400,168
Western Sahara,2035,803517,1.73 %,13234,5582,32.5,2.41,3,88.4 %,710055,0.01 %,8887524213,167
Western Sahara,2040,866711,1.53 %,12639,5582,33.7,2.41,3,89.1 %,771871,0.01 %,9198847240,166
Western Sahara,2045,926934,1.35 %,12045,5582,34.8,2.41,3,89.8 %,832224,0.01 %,9481803274,165
Western Sahara,2050,984023,1.20 %,11418, ,35.9,2.41,4,90.5 %,890204,0.01 %,9735033990,165
Yemen,2020,29825964,2.39 %,665615,-30000,20.2,3.84,56,38.4 %,11465414,0.38 %,7794798739,48
Yemen,2025,33140296,2.13 %,662866,-30000,21.4,3.84,63,41.6 %,13801674,0.40 %,8184437460,48
Yemen,2030,36406888,1.90 %,653318,-27000,22.8,3.84,69,44.9 %,16329898,0.43 %,8548487400,47
Yemen,2035,39602684,1.70 %,639159,-27000,24.3,3.84,75,48.0 %,19006748,0.45 %,8887524213,46
Yemen,2040,42670011,1.50 %,613465,-20000,25.9,3.84,81,51.2 %,21832866,0.46 %,9198847240,45
Yemen,2045,45522739,1.30 %,570546,-20000,27.6,3.84,86,54.3 %,24732671,0.48 %,9481803274,43
Yemen,2050,48080021,1.10 %,511456, ,29.2,3.84,91,57.5 %,27630164,0.49 %,9735033990,42
Zambia,2020,18383955,2.97 %,500919,-8000,17.6,4.66,25,45.3 %,8336381,0.24 %,7794798739,65
Zambia,2025,21196801,2.89 %,562569,-8000,18.5,4.66,29,48.4 %,10256668,0.26 %,8184437460,63
Zambia,2030,24325505,2.79 %,625741,-5000,19.3,4.66,33,51.6 %,12548518,0.28 %,8548487400,62
Zambia,2035,27721896,2.65 %,679278,-5000,20.2,4.66,37,54.9 %,15219971,0.31 %,8887524213,60
Zambia,2040,31338483,2.48 %,723317,-5000,21.0,4.66,42,58.3 %,18271801,0.34 %,9198847240,58
Zambia,2045,35149038,2.32 %,762111,-5000,21.8,4.66,47,61.8 %,21722143,0.37 %,9481803274,57
Zambia,2050,39120917,2.16 %,794376, ,22.8,4.66,53,65.4 %,25576780,0.40 %,9735033990,53
Zimbabwe,2020,14862924,1.47 %,209659,-116858,18.7,3.63,38,38.4 %,5700460,0.19 %,7794798739,74
Zimbabwe,2025,16110482,1.63 %,249512,-61308,19.6,3.63,42,39.9 %,6429761,0.20 %,8184437460,74
Zimbabwe,2030,17596447,1.78 %,297193,-19999,21.1,3.63,45,41.9 %,7370279,0.21 %,8548487400,74
Zimbabwe,2035,19212087,1.77 %,323128,-10000,22.8,3.63,50,44.7 %,8580510,0.22 %,8887524213,72
Zimbabwe,2040,20863619,1.66 %,330306,-10000,24.4,3.63,54,48.4 %,10097359,0.23 %,9198847240,71
Zimbabwe,2045,22464718,1.49 %,320220,-10000,25.7,3.63,58,52.5 %,11802761,0.24 %,9481803274,71
Zimbabwe,2050,23947923,1.29 %,296641, ,26.9,3.63,62,56.9 %,13627246,0.25 %,9735033990,70
