country,year,population,yearly change (%),yearly change,migrants (net),median age,fertility rate,density (p/km2),urban population (%),urban population,country's shared of world population,world population,rank
Mauritania,1990,2034346,2.71 %,50863,-8000,17.4,6.05,2,39.2 %,798307,0.04 %,5327231061.0,140.0
Mauritania,1985,1780030,2.93 %,47878,-3220,17.3,6.3,2,34.8 %,619375,0.04 %,4870921740.0,140.0
Mauritania,1980,1540640,2.97 %,42008,-1940,17.1,6.57,1,27.3 %,419900,0.03 %,4458003514.0,140.0
Mauritania,1975,1330598,3.02 %,36764,-1190,16.9,6.75,1,20.5 %,273299,0.03 %,4079480606.0,141.0
Mauritania,1970,1146780,3.07 %,32174,-552,17.0,6.79,1,14.6 %,167332,0.03 %,3700437046.0,141.0
Mauritania,1965,985910,3.00 %,27105,-364,17.4,6.79,1,10.2 %,100130,0.03 %,3339583597.0,143.0
Mauritania,1960,850384,2.87 %,22417,-320,17.8,6.71,1,6.9 %,59044,0.03 %,3034949748.0,142.0
Mauritania,1955,738299,2.53 %,17373,-260,18.0,6.34,1,4.7 %,34636,0.03 %,2773019936.0,143.0
Mauritius,2020,1271768,0.17 %,2100,0,37.5,1.39,626,40.8 %,519330,0.02 %,7794798739.0,157.0
Mauritius,2019,1269668,0.20 %,2483,0,35.9,1.47,625,40.8 %,518289,0.02 %,7713468100.0,157.0
Mauritius,2018,1267185,0.21 %,2686,0,35.9,1.47,624,40.8 %,517387,0.02 %,7631091040.0,157.0
Mauritius,2017,1264499,0.21 %,2634,0,35.9,1.47,623,40.9 %,516698,0.02 %,7547858925.0,155.0
Mauritius,2016,1261865,0.19 %,2409,0,35.9,1.47,622,40.9 %,516339,0.02 %,7464022049.0,155.0
Mauritius,2015,1259456,0.18 %,2300,-2416,35.6,1.49,620,41.0 %,516377,0.02 %,7379797139.0,155.0
Mauritius,2010,1247955,0.42 %,5190,-2416,32.9,1.7,615,41.6 %,518584,0.02 %,6956823603.0,154.0
Mauritius,2005,1222003,0.61 %,7372,-3874,30.5,1.93,602,42.1 %,514605,0.02 %,6541907027.0,153.0
Mauritius,2000,1185145,0.98 %,11294,-1772,29.0,2.03,584,42.7 %,505705,0.02 %,6143493823.0,153.0
Mauritius,1995,1128673,1.34 %,14561,-1122,26.8,2.25,556,43.3 %,488537,0.02 %,5744212979.0,150.0
Mauritius,1990,1055868,0.78 %,8021,-7195,24.9,2.31,520,43.9 %,463526,0.02 %,5327231061.0,150.0
Mauritius,1985,1015762,1.01 %,9946,-4326,23.1,2.3,500,42.3 %,429921,0.02 %,4870921740.0,150.0
Mauritius,1980,966031,1.60 %,14764,-4123,21.5,3.11,476,42.4 %,409127,0.02 %,4458003514.0,149.0
Mauritius,1975,892211,1.54 %,13154,-4093,19.5,3.47,440,43.4 %,387600,0.02 %,4079480606.0,147.0
Mauritius,1970,826441,1.87 %,14631,-5831,17.8,4.61,407,42.6 %,351699,0.02 %,3700437046.0,145.0
Mauritius,1965,753285,2.68 %,18652,-6174,16.7,6.2,371,38.8 %,292028,0.02 %,3339583597.0,146.0
Mauritius,1960,660023,2.95 %,17875,-1619,16.7,5.9,325,35.1 %,231739,0.02 %,3034949748.0,145.0
Mauritius,1955,570648,2.96 %,15479,532,16.9,5.9,281,31.6 %,180433,0.02 %,2773019936.0,146.0
Mayotte,2020,272815,2.50 %,6665,0,20.1,3.73,728,45.8 %,124952,0.00 %,7794798739.0,186.0
Mayotte,2019,266150,2.55 %,6619,0,19.2,4.02,710,46.0 %,122357,0.00 %,7713468100.0,186.0
Mayotte,2018,259531,2.60 %,6574,0,19.2,4.02,692,46.2 %,119837,0.00 %,7631091040.0,186.0
Mayotte,2017,252957,2.64 %,6507,0,19.2,4.02,675,46.4 %,117401,0.00 %,7547858925.0,186.0
Mayotte,2016,246450,2.68 %,6430,0,19.2,4.02,657,46.7 %,115050,0.00 %,7464022049.0,186.0
Mayotte,2015,240020,2.83 %,6260,-300,19.0,4.1,640,47.0 %,112783,0.00 %,7379797139.0,186.0
Mayotte,2010,208718,3.22 %,6124,-400,18.5,4.6,557,49.0 %,102176,0.00 %,6956823603.0,186.0
Mayotte,2005,178098,3.45 %,5553,40,18.3,4.8,475,50.2 %,89462,0.00 %,6541907027.0,187.0
Mayotte,2000,150331,4.06 %,5430,933,17.7,5.08,401,47.7 %,71754,0.00 %,6143493823.0,189.0
Mayotte,1995,123181,5.38 %,5679,2147,17.0,5.25,328,41.5 %,51068,0.00 %,5744212979.0,192.0
Mayotte,1990,94784,5.62 %,4536,1211,15.9,6.73,253,36.1 %,34176,0.00 %,5327231061.0,197.0
Mayotte,1985,72104,5.51 %,3393,759,15.6,7.35,192,33.0 %,23794,0.00 %,4870921740.0,198.0
Mayotte,1980,55137,3.92 %,1931,-197,15.4,7.91,147,30.1 %,16585,0.00 %,4458003514.0,204.0
Mayotte,1975,45483,4.23 %,1703,99,15.6,7.91,121,27.5 %,12528,0.00 %,4079480606.0,205.0
Mayotte,1970,36969,3.90 %,1289,91,16.7,7.91,99,25.1 %,9296,0.00 %,3700437046.0,207.0
Mayotte,1965,30526,4.91 %,1302,463,17.9,7.91,81,22.0 %,6726,0.00 %,3339583597.0,210.0
Mayotte,1960,24015,4.81 %,1006,492,19.4,7.91,64,16.3 %,3922,0.00 %,3034949748.0,207.0
Mayotte,1955,18985,4.63 %,769,524,22.7,7.91,51,11.9 %,2256,0.00 %,2773019936.0,210.0
Mexico,2020,128932753,1.06 %,1357224,-60000,29.2,2.14,66,83.8 %,108074410,1.65 %,7794798739.0,10.0
Mexico,2019,127575529,1.10 %,1384741,-60000,28.0,2.26,66,83.4 %,106450227,1.65 %,7713468100.0,10.0
Mexico,2018,126190788,1.13 %,1413464,-60000,28.0,2.26,65,83.1 %,104811498,1.65 %,7631091040.0,11.0
Mexico,2017,124777324,1.17 %,1443948,-60000,28.0,2.26,64,82.7 %,103158751,1.65 %,7547858925.0,11.0
Mexico,2016,123333376,1.21 %,1475118,-60000,28.0,2.26,63,82.3 %,101492232,1.65 %,7464022049.0,11.0
Mexico,2015,121858258,1.33 %,1553059,-84495,27.7,2.29,63,81.9 %,99812701,1.65 %,7379797139.0,11.0
Mexico,2010,114092963,1.48 %,1617552,-112481,26.2,2.4,59,80.0 %,91292115,1.64 %,6956823603.0,11.0
Mexico,2005,106005203,1.40 %,1421072,-441223,24.7,2.61,55,78.1 %,82773323,1.62 %,6541907027.0,11.0
Mexico,2000,98899845,1.53 %,1447312,-459294,22.9,2.85,51,76.9 %,76007411,1.61 %,6143493823.0,11.0
Mexico,1995,91663285,1.78 %,1544031,-403707,21.3,3.23,47,75.3 %,68998980,1.60 %,5744212979.0,11.0
Mexico,1990,83943132,2.01 %,1591929,-367107,19.7,3.75,43,72.6 %,60961783,1.58 %,5327231061.0,11.0
Mexico,1985,75983485,2.32 %,1644423,-254640,18.5,4.37,39,70.2 %,53340061,1.56 %,4870921740.0,12.0
Mexico,1980,67761372,2.60 %,1630684,-250763,17.4,5.33,35,67.9 %,46013540,1.52 %,4458003514.0,12.0
Mexico,1975,59607953,2.97 %,1622878,-184076,16.9,6.32,31,64.1 %,38203008,1.46 %,4079480606.0,12.0
Mexico,1970,51493565,3.14 %,1473942,-123217,16.7,6.75,26,59.6 %,30708514,1.39 %,3700437046.0,14.0
Mexico,1965,44123853,3.16 %,1270399,-81817,16.8,6.75,23,55.6 %,24512097,1.32 %,3339583597.0,16.0
Mexico,1960,37771859,3.15 %,1084253,-57497,17.2,6.78,19,51.3 %,19374402,1.24 %,3034949748.0,16.0
Mexico,1955,32350596,2.97 %,881185,-46382,17.8,6.75,17,47.0 %,15220256,1.17 %,2773019936.0,16.0
Micronesia,2020,548914,1.00 %,5428,-2957,25.8,2.99,173,68.2 %,374606,0.0 %,7794798739.0,
Micronesia,2019,543486,1.00 %,5359,-2957,25.8,2.99,171,68.1 %,370077,0.0 %,7713468100.0,
Micronesia,2018,538127,0.98 %,5228,-2957,25.8,2.99,170,67.9 %,365586,0.0 %,7631091040.0,
Micronesia,2017,532899,0.96 %,5086,-2957,25.8,2.99,168,67.8 %,361171,0.0 %,7547858925.0,
Micronesia,2016,527813,0.93 %,4868,-2957,25.8,2.99,167,67.6 %,356817,0.0 %,7464022049.0,
Micronesia,2015,522945,0.76 %,3873,-4600,25.6,3.02,165,67.4 %,352580,0.0 %,7379797139.0,
Micronesia,2010,503579,0.21 %,1059,-8000,24.6,3.13,159,66.6 %,335193,0.0 %,6956823603.0,
Micronesia,2005,498286,0.55 %,2702,-7000,23.7,3.13,157,66.5 %,331270,0.0 %,6541907027.0,
Micronesia,2000,484775,1.28 %,5969,-4400,23.2,3.44,153,67.3 %,326491,0.0 %,6143493823.0,
Micronesia,1995,454932,1.77 %,7633,-2600,21.9,3.72,144,65.1 %,295994,0.0 %,5744212979.0,
Micronesia,1990,416769,3.24 %,12298,2300,21.6,4.09,131,61.7 %,257271,0.0 %,5327231061.0,
Micronesia,1985,355280,3.2 %,10357,1600,20.3,4.45,112,61.5 %,218372,0.0 %,4870921740.0,
Micronesia,1980,303493,2.2 %,6264,-1400,19.3,4.84,96,60.5 %,183703,0.0 %,4458003514.0,
Micronesia,1975,272173,1.86 %,4795,-2100,18.7,5.3,86,56.2 %,152992,0.0 %,4079480606.0,
Micronesia,1970,248197,2.57 %,5909,-500,18.2,5.85,78,45.5 %,112962,0.0 %,3700437046.0,
Micronesia,1965,218651,2.71 %,5481,-600,18.3,6.46,69,26.3 %,57426,0.0 %,3339583597.0,
Micronesia,1960,191245,2.25 %,4028,-1100,18.9,6.43,60,36.8 %,70392,0.0 %,3034949748.0,
Micronesia,1955,171107,1.92 %,3108,-1000,20.2,6.25,54,33.6 %,57426,0.0 %,2773019936.0,
Moldova,2020,4033963,-0.23 %,-9300,-1387,37.6,1.26,123,42.7 %,1721540,0.05 %,7794798739.0,131.0
Moldova,2019,4043263,-0.21 %,-8681,-1387,36.0,1.27,123,42.6 %,1721748,0.05 %,7713468100.0,131.0
Moldova,2018,4051944,-0.19 %,-7740,-1387,36.0,1.27,123,42.5 %,1722646,0.05 %,7631091040.0,131.0
Moldova,2017,4059684,-0.16 %,-6325,-1387,36.0,1.27,124,42.5 %,1724067,0.05 %,7547858925.0,130.0
Moldova,2016,4066009,-0.12 %,-4691,-1387,36.0,1.27,124,42.4 %,1725772,0.05 %,7464022049.0,129.0
Moldova,2015,4070700,-0.08 %,-3076,-1404,35.6,1.28,124,42.4 %,1727653,0.06 %,7379797139.0,128.0
Moldova,2010,4086081,-0.35 %,-14642,-9582,34.2,1.27,124,42.6 %,1740791,0.06 %,6956823603.0,126.0
Moldova,2005,4159293,-0.21 %,-8673,-2416,32.4,1.24,127,42.8 %,1778440,0.06 %,6541907027.0,122.0
Moldova,2000,4202658,-0.64 %,-27588,-33062,31.3,1.7,128,44.6 %,1873240,0.07 %,6143493823.0,118.0
Moldova,1995,4340597,-0.11 %,-4993,-26391,30.8,2.11,132,46.3 %,2008726,0.08 %,5744212979.0,115.0
Moldova,1990,4365564,0.70 %,29863,-16906,29.9,2.64,133,46.7 %,2040769,0.08 %,5327231061.0,111.0
Moldova,1985,4216249,1.00 %,41035,-1837,28.7,2.55,128,44.2 %,1861995,0.09 %,4870921740.0,107.0
Moldova,1980,4011076,0.88 %,34206,-5283,27.7,2.44,122,40.4 %,1619445,0.09 %,4458003514.0,105.0
Moldova,1975,3840045,1.32 %,48898,11165,26.2,2.56,117,36.2 %,1390531,0.09 %,4079480606.0,104.0
Moldova,1970,3595555,1.51 %,51793,14890,26.3,2.66,109,32.1 %,1152673,0.10 %,3700437046.0,102.0
Moldova,1965,3336592,2.12 %,66428,20178,26.2,3.15,102,27.6 %,919503,0.10 %,3339583597.0,101.0
Moldova,1960,3004452,2.72 %,75488,28314,26.1,3.44,91,23.4 %,703556,0.10 %,3034949748.0,99.0
Moldova,1955,2627012,2.33 %,57203,18019,26.6,3.5,80,20.7 %,542742,0.09 %,2773019936.0,101.0
Monaco,2019,38964,0.73 %,282,26150,N.A.,N.A.,0.00 %,7713468100,214,,,
Monaco,2018,38682,0.76 %,290,25961,N.A.,N.A.,0.00 %,7631091040,214,,,
Monaco,2017,38392,0.85 %,322,25766,N.A.,N.A.,0.00 %,7547858925,214,,,
Monaco,2016,38070,0.93 %,352,25550,N.A.,N.A.,0 %,7464022049,214,,,
Monaco,2015,37718,1.16 %,421,25314,N.A.,N.A.,0 %,7379797139,214,,,
Monaco,2010,35612,1.02 %,354,23901,N.A.,N.A.,0 %,6956823603,215,,,
Monaco,2005,33843,1.03 %,339,22713,99.9 %,33793,0 %,6541907027,215,,,
Monaco,2000,32147,0.91 %,286,21575,99.8 %,32082,0 %,6143493823,215,,,
Monaco,1995,30716,0.85 %,256,20615,99.9 %,30691,0 %,5744212979,215,,,
Monaco,1990,29438,0.42 %,121,19757,N.A.,N.A.,0 %,5327231061,213,,,
Monaco,1985,28832,1.51 %,417,19350,N.A.,N.A.,0 %,4870921740,212,,,
Monaco,1980,26745,1.2 %,309,17950,N.A.,N.A.,0 %,4458003514,212,,,
Monaco,1975,25198,1.42 %,343,16911,100 %,25197,0 %,4079480606,212,,,
Monaco,1970,23484,0.17 %,40,15761,N.A.,N.A.,0 %,3700437046,211,,,
Monaco,1965,23282,0.73 %,166,15626,84.4 %,19655,0 %,3339583597,209,,,
Monaco,1960,22452,2.7 %,559,15068,N.A.,N.A.,0 %,3034949748,209,,,
Monaco,1955,19655,-0.34 %,-68,13191,N.A.,N.A.,0 %,2773019936,209,,,
Mongolia,2020,3278290,1.65 %,53123,-852,28.2,2.9,2,67.2 %,2203469,0.04 %,7794798739.0,136.0
Mongolia,2019,3225167,1.73 %,54951,-852,27.3,2.85,2,67.3 %,2170247,0.04 %,7713468100.0,136.0
Mongolia,2018,3170216,1.81 %,56430,-852,27.3,2.85,2,67.4 %,2136710,0.04 %,7631091040.0,136.0
Mongolia,2017,3113786,1.88 %,57422,-852,27.3,2.85,2,67.5 %,2102610,0.04 %,7547858925.0,137.0
Mongolia,2016,3056364,1.93 %,57925,-852,27.3,2.85,2,67.6 %,2067613,0.04 %,7464022049.0,137.0
Mongolia,2015,2998439,1.97 %,55709,-852,27.1,2.84,2,67.7 %,2031123,0.04 %,7379797139.0,137.0
Mongolia,2010,2719896,1.49 %,38694,-2200,25.7,2.4,2,67.4 %,1832856,0.04 %,6956823603.0,141.0
Mongolia,2005,2526424,1.05 %,25801,-3000,24.0,2.08,2,62.5 %,1578882,0.04 %,6541907027.0,139.0
Mongolia,2000,2397418,0.85 %,19880,-10493,22.0,2.4,2,57.1 %,1369725,0.04 %,6143493823.0,138.0
Mongolia,1995,2298020,1.02 %,22775,-17686,20.3,3.27,1,56.8 %,1305410,0.04 %,5744212979.0,138.0
Mongolia,1990,2184145,2.59 %,52453,0,19.3,4.84,1,57.0 %,1245674,0.04 %,5327231061.0,136.0
Mongolia,1985,1921881,2.61 %,46452,0,18.5,5.75,1,55.0 %,1057810,0.04 %,4870921740.0,139.0
Mongolia,1980,1689622,2.69 %,41994,0,17.8,6.65,1,52.1 %,880007,0.04 %,4458003514.0,139.0
Mongolia,1975,1479651,2.96 %,40165,0,17.5,7.5,1,48.7 %,719938,0.04 %,4079480606.0,139.0
Mongolia,1970,1278825,2.93 %,34340,0,18.3,7.5,1,45.1 %,576139,0.03 %,3700437046.0,140.0
Mongolia,1965,1107124,2.99 %,30324,0,20.4,7.5,1,42.1 %,466259,0.03 %,3339583597.0,140.0
Mongolia,1960,955505,2.25 %,20080,0,23.0,6.3,1,35.7 %,340919,0.03 %,3034949748.0,140.0
Mongolia,1955,855103,1.85 %,14981,0,24.3,5.6,1,26.6 %,227618,0.03 %,2773019936.0,140.0
Montenegro,2020,628066,0.01 %,79,-480,38.8,1.75,47,67.6 %,424767,0.01 %,7794798739.0,168.0
Montenegro,2019,627987,0.03 %,178,-480,37.9,1.72,47,67.3 %,422615,0.01 %,7713468100.0,168.0
Montenegro,2018,627809,0.04 %,246,-480,37.9,1.72,47,67.0 %,420403,0.01 %,7631091040.0,168.0
Montenegro,2017,627563,0.05 %,299,-480,37.9,1.72,47,66.6 %,418113,0.01 %,7547858925.0,167.0
Montenegro,2016,627264,0.05 %,308,-480,37.9,1.72,47,66.3 %,415772,0.01 %,7464022049.0,166.0
Montenegro,2015,626956,0.09 %,536,-622,37.7,1.71,47,65.9 %,413376,0.01 %,7379797139.0,166.0
Montenegro,2010,624275,0.25 %,1577,-137,36.4,1.82,46,64.1 %,400419,0.01 %,6956823603.0,166.0
Montenegro,2005,616391,0.09 %,566,-1600,35.0,1.85,46,62.5 %,385027,0.01 %,6541907027.0,165.0
Montenegro,2000,613559,-0.22 %,-1372,-4318,34.4,1.91,46,58.5 %,359202,0.01 %,6143493823.0,162.0
Montenegro,1995,620418,0.18 %,1083,-4050,32.2,2.05,46,53.4 %,331085,0.01 %,5744212979.0,161.0
Montenegro,1990,615002,0.03 %,197,-5993,29.8,2.11,46,48.0 %,295431,0.01 %,5327231061.0,159.0
Montenegro,1985,614016,1.12 %,6652,-400,28.3,2.21,46,42.3 %,259884,0.01 %,4870921740.0,159.0
Montenegro,1980,580754,0.94 %,5298,-1480,26.7,2.31,43,36.8 %,213791,0.01 %,4458003514.0,159.0
Montenegro,1975,554262,1.30 %,6913,-400,24.9,2.62,41,31.6 %,175266,0.01 %,4079480606.0,156.0
Montenegro,1970,519696,-0.53 %,-2824,-10755,24.1,2.89,39,26.9 %,139552,0.01 %,3700437046.0,156.0
Montenegro,1965,533814,1.84 %,9280,-400,23.5,3.42,40,22.6 %,120459,0.02 %,3339583597.0,153.0
Montenegro,1960,487413,1.89 %,8724,-400,22.9,3.8,36,18.8 %,91576,0.02 %,3034949748.0,153.0
Montenegro,1955,443795,2.37 %,9811,2000,22.2,4.35,33,15.5 %,68854,0.02 %,2773019936.0,153.0
Montserrat,2019,4989,-0.08 %,-4,50,9.5 %,474,0.00 %,7713468100,231,,,
Montserrat,2018,4993,0.18 %,9,50,9.5 %,472,0.00 %,7631091040,231,,,
Montserrat,2017,4984,0.06 %,3,50,9.4 %,468,0.00 %,7547858925,231,,,
Montserrat,2016,4981,0.28 %,14,50,9.4 %,466,0 %,7464022049,231,,,
Montserrat,2015,4967,0.28 %,14,50,9.3 %,463,0 %,7379797139,231,,,
Montserrat,2010,4899,0.26 %,13,49,9.2 %,452,0 %,6956823603,231,,,
Montserrat,2005,4835,-0.38 %,-19,48,9.2 %,446,0 %,6541907027,231,,,
Montserrat,2000,4929,-12.93 %,-984,49,2.1 %,103,0 %,6143493823,231,,,
Montserrat,1995,9848,-1.49 %,-153,98,13 %,1279,0 %,5744212979,227,,,
Montserrat,1990,10615,-0.33 %,-35,106,12.6 %,1341,0 %,5327231061,225,,,
Montserrat,1985,10792,-1.45 %,-163,108,13.1 %,1416,0 %,4870921740,224,,,
Montserrat,1980,11607,0.05 %,5,116,12.8 %,1490,0 %,4458003514,220,,,
Montserrat,1975,11580,0.08 %,9,116,12.2 %,1409,0 %,4079480606,219,,,
Montserrat,1970,11534,-0.33 %,-38,115,11.5 %,1328,0 %,3700437046,218,,,
Montserrat,1965,11726,-0.39 %,-46,117,19.3 %,2259,0 %,3339583597,213,,,
Montserrat,1960,11957,-3.42 %,-455,120,16 %,1914,0 %,3034949748,216,,,
Montserrat,1955,14233,1.03 %,143,142,15.9 %,2259,0 %,2773019936,213,,,
Morocco,2020,36910560,1.20 %,438791,-51419,29.5,2.42,83,63.8 %,23551599,0.47 %,7794798739.0,40.0
Morocco,2019,36471769,1.23 %,442676,-51419,28.2,2.56,82,63.3 %,23077900,0.47 %,7713468100.0,40.0
Morocco,2018,36029093,1.26 %,447838,-51419,28.2,2.56,81,62.7 %,22602743,0.47 %,7631091040.0,40.0
Morocco,2017,35581255,1.30 %,454972,-51419,28.2,2.56,80,62.2 %,22125702,0.47 %,7547858925.0,40.0
Morocco,2016,35126283,1.33 %,462680,-51419,28.2,2.56,79,61.6 %,21645998,0.47 %,7464022049.0,40.0
Morocco,2015,34663603,1.40 %,464043,-73422,27.9,2.6,78,61.1 %,21163594,0.47 %,7379797139.0,39.0
Morocco,2010,32343389,1.21 %,377566,-113028,26.4,2.53,72,58.1 %,18803302,0.46 %,6956823603.0,38.0
Morocco,2005,30455561,1.13 %,332376,-130964,24.5,2.67,68,55.3 %,16839654,0.47 %,6541907027.0,37.0
Morocco,2000,28793679,1.30 %,359886,-106516,22.7,2.97,65,53.4 %,15386939,0.47 %,6143493823.0,36.0
Morocco,1995,26994250,1.70 %,437358,-93325,21.1,3.7,60,51.8 %,13995788,0.47 %,5744212979.0,36.0
Morocco,1990,24807462,1.97 %,461670,-86037,19.8,4.43,56,48.5 %,12039279,0.47 %,5327231061.0,35.0
Morocco,1985,22499110,2.39 %,501820,-64132,18.7,5.4,50,44.9 %,10091997,0.46 %,4870921740.0,34.0
Morocco,1980,19990012,2.35 %,438770,-61968,17.8,5.9,45,41.3 %,8250172,0.45 %,4458003514.0,34.0
Morocco,1975,17796164,2.14 %,358287,-101789,16.8,6.4,40,37.7 %,6714483,0.44 %,4079480606.0,34.0
Morocco,1970,16004731,2.38 %,354914,-94947,16.2,6.85,36,34.5 %,5516314,0.43 %,3700437046.0,34.0
Morocco,1965,14230163,2.91 %,380326,-47960,16.3,7.1,32,31.9 %,4533672,0.43 %,3339583597.0,35.0
Morocco,1960,12328532,3.26 %,365173,-2600,18.1,6.9,28,29.4 %,3619334,0.41 %,3034949748.0,34.0
Morocco,1955,10502666,3.17 %,303335,0,19.2,6.61,24,27.7 %,2913419,0.38 %,2773019936.0,35.0
Mozambique,2020,31255435,2.93 %,889399,-5000,17.6,4.89,40,38.3 %,11978439,0.40 %,7794798739.0,46.0
Mozambique,2019,30366036,2.95 %,870032,-5000,17.2,5.16,39,37.8 %,11472938,0.39 %,7713468100.0,47.0
Mozambique,2018,29496004,2.96 %,846986,-5000,17.2,5.16,38,37.2 %,10986620,0.39 %,7631091040.0,47.0
Mozambique,2017,28649018,2.94 %,819080,-5000,17.2,5.16,36,36.7 %,10519046,0.38 %,7547858925.0,48.0
Mozambique,2016,27829938,2.91 %,787936,-5000,17.2,5.16,35,36.2 %,10069035,0.37 %,7464022049.0,48.0
Mozambique,2015,27042002,2.82 %,702086,-5000,17.1,5.23,34,35.6 %,9635602,0.37 %,7379797139.0,48.0
Mozambique,2010,23531574,2.80 %,607530,-8000,17.0,5.54,30,32.8 %,7709657,0.34 %,6956823603.0,49.0
Mozambique,2005,20493925,2.96 %,556400,6001,17.3,5.8,26,30.6 %,6276808,0.31 %,6541907027.0,51.0
Mozambique,2000,17711927,2.73 %,445728,-10000,17.6,5.85,23,29.7 %,5257395,0.29 %,6143493823.0,53.0
Mozambique,1995,15483286,3.58 %,499199,128474,17.7,6.1,20,28.0 %,4332986,0.27 %,5744212979.0,54.0
Mozambique,1990,12987292,0.35 %,44581,-267212,16.5,6.3,17,25.5 %,3311912,0.24 %,5327231061.0,55.0
Mozambique,1985,12764387,1.88 %,226839,-75276,17.8,6.4,16,18.6 %,2379536,0.26 %,4870921740.0,54.0
Mozambique,1980,11630194,2.73 %,292996,17475,18.3,6.55,15,13.4 %,1558995,0.26 %,4458003514.0,53.0
Mozambique,1975,10165215,2.41 %,228495,-4700,18.2,6.68,13,11.1 %,1124358,0.25 %,4079480606.0,55.0
Mozambique,1970,9022741,2.34 %,196705,-4700,18.4,6.71,11,9.1 %,823643,0.24 %,3700437046.0,57.0
Mozambique,1965,8039215,2.27 %,170869,-4700,18.7,6.56,10,8.0 %,644765,0.24 %,3339583597.0,63.0
Mozambique,1960,7184869,2.00 %,135294,-4700,19.0,6.34,9,7.1 %,507470,0.24 %,3034949748.0,62.0
Mozambique,1955,6508398,1.78 %,109886,-4700,19.2,6.34,8,6.3 %,411022,0.23 %,2773019936.0,63.0
Myanmar,2020,54409800,0.67 %,364380,-163313,29.0,2.17,83,31.4 %,17068066,0.70 %,7794798739.0,26.0
Myanmar,2019,54045420,0.63 %,337100,-163313,27.8,2.23,83,31.0 %,16763626,0.70 %,7713468100.0,26.0
Myanmar,2018,53708320,0.61 %,325797,-163313,27.8,2.23,82,30.7 %,16468361,0.70 %,7631091040.0,26.0
Myanmar,2017,53382523,0.64 %,337322,-163313,27.8,2.23,82,30.3 %,16183083,0.71 %,7547858925.0,26.0
Myanmar,2016,53045201,0.69 %,364475,-163313,27.8,2.23,81,30.0 %,15908841,0.71 %,7464022049.0,26.0
Myanmar,2015,52680726,0.81 %,415982,-105642,27.5,2.25,81,29.7 %,15646537,0.71 %,7379797139.0,25.0
Myanmar,2010,50600818,0.67 %,330179,-267386,26.1,2.5,77,28.6 %,14487449,0.73 %,6956823603.0,25.0
Myanmar,2005,48949924,0.94 %,446045,-241618,24.5,2.8,75,27.7 %,13548744,0.75 %,6541907027.0,24.0
Myanmar,2000,46719701,1.25 %,563621,-107600,23.3,2.95,72,26.7 %,12457527,0.76 %,6143493823.0,26.0
Myanmar,1995,43901598,1.21 %,513280,-142741,22.0,3.2,67,25.7 %,11295542,0.76 %,5744212979.0,25.0
Myanmar,1990,41335199,1.71 %,671623,-40000,20.7,3.78,63,24.8 %,10255233,0.78 %,5327231061.0,25.0
Myanmar,1985,37977086,2.10 %,750555,-10931,19.6,4.6,58,23.9 %,9075330,0.78 %,4870921740.0,26.0
Myanmar,1980,34224313,2.26 %,722644,0,19.1,5.15,52,23.4 %,7999556,0.77 %,4458003514.0,27.0
Myanmar,1975,30611095,2.34 %,668405,0,18.7,5.74,47,23.2 %,7110236,0.75 %,4079480606.0,27.0
Myanmar,1970,27269069,2.37 %,601942,0,18.6,6.1,42,22.1 %,6022901,0.74 %,3700437046.0,27.0
Myanmar,1965,24259359,2.22 %,504483,0,19.3,6.1,37,20.2 %,4905378,0.73 %,3339583597.0,26.0
Myanmar,1960,21736942,2.14 %,437374,0,20.5,6.0,33,18.6 %,4034840,0.72 %,3034949748.0,27.0
Myanmar,1955,19550071,1.92 %,354089,0,21.5,6.0,30,17.0 %,3323690,0.71 %,2773019936.0,26.0
Namibia,2020,2540905,1.86 %,46375,-4806,21.8,3.42,3,55.2 %,1403099,0.03 %,7794798739.0,143.0
Namibia,2019,2494530,1.89 %,46229,-4806,21.3,3.58,3,54.1 %,1348534,0.03 %,7713468100.0,143.0
Namibia,2018,2448301,1.90 %,45668,-4806,21.3,3.58,3,52.9 %,1294741,0.03 %,7631091040.0,143.0
Namibia,2017,2402633,1.89 %,44589,-4806,21.3,3.58,3,51.7 %,1241686,0.03 %,7547858925.0,143.0
Namibia,2016,2358044,1.86 %,43140,-4806,21.3,3.58,3,50.4 %,1189295,0.03 %,7464022049.0,143.0
Namibia,2015,2314904,1.79 %,39206,-7407,21.1,3.63,3,49.1 %,1137588,0.03 %,7379797139.0,143.0
Namibia,2010,2118874,1.80 %,36111,1743,20.5,3.61,3,42.7 %,904380,0.03 %,6956823603.0,142.0
Namibia,2005,1938320,1.55 %,28750,-188,19.5,3.6,2,38.4 %,744428,0.03 %,6541907027.0,146.0
Namibia,2000,1794571,1.97 %,33341,-4235,18.5,4.26,2,34.3 %,614845,0.03 %,6143493823.0,146.0
Namibia,1995,1627865,2.58 %,38992,-3456,18.0,4.89,2,30.3 %,493517,0.03 %,5744212979.0,145.0
Namibia,1990,1432905,3.64 %,46951,7621,17.5,5.55,2,27.3 %,391253,0.03 %,5327231061.0,147.0
Namibia,1985,1198148,2.52 %,28084,-5814,16.4,6.2,1,25.3 %,302761,0.02 %,4870921740.0,147.0
Namibia,1980,1057727,2.22 %,21961,-8860,16.7,6.46,1,24.0 %,253837,0.02 %,4458003514.0,147.0
Namibia,1975,947921,3.01 %,26090,-539,17.7,6.6,1,22.6 %,213999,0.02 %,4079480606.0,146.0
